ID_TA,Number of Reviews
d1926327,446.0
d1901134,1217.0
d6416583,53.0
d5616905,4.0
d3567676,83.0
d13002276,6.0
d12350118,35.0
d5439213,399.0
d4912174,4.0
d2481512,147.0
d9829783,9.0
d9871396,9.0
d1901489,471.0
d1098674,260.0
d11841670,51.0
d1867592,951.0
d1750451,355.0
d4155711,124.0
d8692873,13.0
d2543216,43.0
d5986456,37.0
d2001535,88.0
d8541714,44.0
d1945669,817.0
d6114779,8.0
d9853874,6.0
d3458141,4.0
d10803639,2.0
d1044657,2.0
d9810973,14.0
d2437398,68.0
d6740621,131.0
d10139995,8.0
d3459539,2533.0
d8263801,4.0
d3181354,29.0
d5264374,2.0
d4244954,12.0
d12800751,3.0
d700183,1061.0
d6714786,55.0
d811894,59.0
d1320095,nan
d10400181,24.0
d11538645,nan
d4235802,91.0
d7359263,15.0
d12342022,3.0
d2004768,82.0
d8099684,26.0
d4134230,1191.0
d10762770,6.0
d8512226,8.0
d4167250,75.0
d4758586,nan
d941831,1239.0
d11718885,7.0
d11666692,6.0
d7999119,8.0
d1802147,217.0
d8549682,59.0
d1638613,9.0
d12348033,5.0
d1039114,201.0
d3253039,35.0
d10624148,6.0
d4167330,20.0
d2243360,289.0
d4584570,37.0
d4104506,148.0
d1496264,32.0
d12351411,nan
d8475291,38.0
d3667416,47.0
d5971438,3.0
d3709411,4.0
d4318784,8.0
d2703054,346.0
d5796826,81.0
d3156322,476.0
d1229655,306.0
d1024456,208.0
d12873054,49.0
d12681755,8.0
d13126863,7.0
d7108818,24.0
d6704114,12.0
d9593971,38.0
d3814056,163.0
d7112012,4.0
d945833,13.0
d3678003,11.0
d12246522,5.0
d8096537,82.0
d3162801,453.0
d7360746,61.0
d697925,143.0
d990605,5.0
d11929423,12.0
d2160526,106.0
d2696460,381.0
d4914891,44.0
d8692514,15.0
d6751284,2.0
d6485551,100.0
d997606,nan
d4129243,32.0
d12322898,12.0
d10550083,4.0
d779830,994.0
d1117910,623.0
d5931811,65.0
d7724838,274.0
d10035223,7.0
d2255981,6.0
d7178729,35.0
d2221072,106.0
d3333356,19.0
d6878551,9.0
d10832992,4.0
d7032593,27.0
d1115685,65.0
d7020812,4.0
d11686954,50.0
d11810588,31.0
d12322168,8.0
d4768675,5.0
d2430654,54.0
d1205235,1169.0
d7223160,7.0
d816743,3.0
d8287553,6.0
d3384670,6.0
d5122257,18.0
d10377924,194.0
d693568,1250.0
d3222757,38.0
d12857123,nan
d793740,178.0
d13135431,nan
d3837418,152.0
d7620381,12.0
d10188766,8.0
d2436303,26.0
d1061293,133.0
d7609639,2.0
d10815488,5.0
d12728815,32.0
d3863261,73.0
d2445042,32.0
d5927931,47.0
d2006562,3795.0
d6513159,49.0
d3598839,2472.0
d3749093,166.0
d3656764,12.0
d4911298,13.0
d13282850,nan
d1908481,39.0
d11510425,nan
d10200676,21.0
d4975694,13.0
d4168224,18.0
d2013398,36.0
d718692,63.0
d3610669,43.0
d11829633,nan
d6961700,70.0
d10212612,14.0
d10838956,107.0
d950580,915.0
d4884977,5.0
d1039258,nan
d1019248,625.0
d12421545,nan
d2225381,185.0
d798795,5.0
d11596409,35.0
d4103064,103.0
d4721693,238.0
d6924590,25.0
d1496003,20.0
d1045042,173.0
d7619745,21.0
d7652370,4.0
d959085,16.0
d1421094,49.0
d3611071,2.0
d5970243,9.0
d6429697,435.0
d2657326,170.0
d10487860,21.0
d5513206,3.0
d2456510,66.0
d10330808,59.0
d12460064,2.0
d3331254,69.0
d4884737,7.0
d8807778,8.0
d6433609,17.0
d10040550,136.0
d12399550,4.0
d3606562,51.0
d1156795,27.0
d4913129,17.0
d2516853,172.0
d3370650,52.0
d8471854,23.0
d12525937,12.0
d12363281,59.0
d2360378,63.0
d1216559,96.0
d12940599,11.0
d13197050,10.0
d4768413,7.0
d7228324,6.0
d813101,480.0
d9791174,5.0
d1436134,144.0
d7589402,6.0
d7359099,550.0
d1319580,12.0
d5988119,2.0
d11771269,nan
d8319736,24.0
d7362224,22.0
d858056,56.0
d10200806,158.0
d5964343,4.0
d6212830,3.0
d10218265,5.0
d5122177,23.0
d2149299,58.0
d4882942,43.0
d8793735,45.0
d12212086,12.0
d2513579,6.0
d12911107,20.0
d1762278,519.0
d4006857,106.0
d7615995,24.0
d12674241,12.0
d12619066,5.0
d3742818,4.0
d1344531,17.0
d1330939,4.0
d12377604,5.0
d8559668,261.0
d3570771,66.0
d4283361,3.0
d3529293,140.0
d7123406,nan
d8465849,36.0
d6878505,450.0
d6706025,8.0
d8753514,24.0
d8396865,39.0
d1480837,71.0
d13130053,nan
d12420798,11.0
d2096383,nan
d12930590,13.0
d5260539,17.0
d1356813,nan
d2445522,13.0
d3707111,1007.0
d799302,696.0
d998022,21.0
d10046841,14.0
d12032968,2.0
d8364921,16.0
d5122128,27.0
d10034211,nan
d783786,333.0
d10049578,nan
d13129650,nan
d12246059,80.0
d8396660,21.0
d3242541,201.0
d12215220,4.0
d9464086,55.0
d10427577,3.0
d2718275,76.0
d7089395,10.0
d1833711,294.0
d1370692,6.0
d12322543,nan
d1346071,5.0
d8533965,63.0
d2312779,62.0
d786883,65.0
d2475478,80.0
d1322264,142.0
d2690550,103.0
d3331194,23.0
d10458959,17.0
d12901251,2.0
d9600700,217.0
d4156793,81.0
d7805421,91.0
d7714082,29.0
d6453708,6.0
d13082910,nan
d8428585,11.0
d11910503,3.0
d5937113,25.0
d6774271,135.0
d9739296,321.0
d8439790,39.0
d12002313,11.0
d758368,27.0
d3446785,322.0
d719481,69.0
d8604644,69.0
d5972458,11.0
d12632479,4.0
d1094363,39.0
d1037225,27.0
d13288611,nan
d3674448,585.0
d8428379,5.0
d4132762,14.0
d2286457,1100.0
d10785843,33.0
d12149655,nan
d12228470,2.0
d8637718,37.0
d11822541,8.0
d2165723,98.0
d10032359,nan
d779486,2.0
d8786728,369.0
d9829779,99.0
d2470755,90.0
d8369446,107.0
d2579366,163.0
d1907340,35.0
d10822558,5.0
d5820715,9.0
d9593554,102.0
d11843773,22.0
d10805602,7.0
d5243108,109.0
d1952781,377.0
d5890736,20.0
d10077840,6.0
d12662762,2.0
d7713606,78.0
d2541741,154.0
d5122945,16.0
d2196112,277.0
d997990,133.0
d7788420,39.0
d1109813,348.0
d2457141,92.0
d10072387,39.0
d3599123,73.0
d5958887,32.0
d3600780,88.0
d12956383,2.0
d3452849,71.0
d1405593,137.0
d3540172,123.0
d7067872,2.0
d10049894,6.0
d3812157,89.0
d10467508,2.0
d844389,248.0
d3194582,108.0
d4502088,764.0
d8670937,5.0
d9607414,2.0
d1792131,1298.0
d2425695,13.0
d3906678,47.0
d11500668,nan
d10072902,68.0
d5800016,151.0
d10026275,78.0
d4041933,nan
d1773593,17.0
d4823827,43.0
d790236,759.0
d7158748,21.0
d1148894,117.0
d1955982,839.0
d798707,132.0
d7990553,9.0
d13008377,18.0
d3853286,2.0
d948791,40.0
d4103050,193.0
d3475361,3.0
d968501,8.0
d11719295,nan
d2086652,127.0
d8695099,15.0
d1746696,326.0
d12799152,2.0
d697489,62.0
d990838,99.0
d10160935,7.0
d6602050,11.0
d1422245,53.0
d12431316,2.0
d8279370,nan
d5609081,2.0
d6458692,nan
d10663142,153.0
d2073685,315.0
d6714790,2.0
d3791760,nan
d10662137,nan
d7686488,2.0
d2155050,890.0
d7239415,54.0
d733575,504.0
d12946257,nan
d5964501,8.0
d13081831,nan
d12453550,2.0
d1035081,7.0
d9566644,76.0
d6893937,5.0
d10372284,43.0
d7303001,333.0
d947430,19.0
d4782958,8.0
d1316018,108.0
d4235110,8.0
d9704878,65.0
d8383259,4.0
d8278084,24.0
d5308404,232.0
d13117362,nan
d2387543,82.0
d1359319,11.0
d797664,366.0
d12874574,nan
d2351432,114.0
d8479714,10.0
d8570595,76.0
d6638613,14.0
d6201738,14.0
d1028132,124.0
d9749145,22.0
d8803345,34.0
d11506408,23.0
d1019033,300.0
d1881535,217.0
d7186344,143.0
d4793502,18.0
d2063997,335.0
d8856627,3.0
d788235,2.0
d2028026,286.0
d4942888,37.0
d1875289,605.0
d12543341,4.0
d5519135,23.0
d9750098,12.0
d817033,488.0
d4492734,17.0
d6713416,28.0
d1035194,277.0
d1849630,47.0
d6619294,32.0
d8461753,101.0
d7942083,155.0
d10285148,3.0
d5422900,42.0
d8776269,241.0
d7271511,22.0
d5821519,14.0
d1356204,2.0
d9828585,269.0
d7656203,107.0
d12146451,63.0
d8365285,9.0
d7733296,22.0
d2313557,92.0
d5058953,34.0
d7277888,50.0
d5122788,7.0
d2373003,263.0
d4844059,3.0
d9819286,9.0
d4794128,22.0
d2623679,203.0
d3640266,122.0
d12275378,2.0
d897021,952.0
d8518295,nan
d10672858,54.0
d8742821,32.0
d7187001,152.0
d3546575,96.0
d10158397,15.0
d2620422,47.0
d4040640,7.0
d8097708,2.0
d2099067,553.0
d4168534,11.0
d6935701,3.0
d7916144,10.0
d12792802,nan
d1474626,273.0
d3539658,17.0
d11799323,2.0
d4546550,269.0
d12554634,nan
d12545120,8.0
d4010962,21.0
d8705250,3.0
d4931818,18.0
d12826485,5.0
d2085262,93.0
d8447505,8.0
d718173,169.0
d5796559,97.0
d719817,703.0
d6970771,50.0
d4767900,89.0
d753350,8.0
d4355237,18.0
d696233,616.0
d10449150,12.0
d11802066,4.0
d928576,1282.0
d4148855,17.0
d4085566,19.0
d9877436,9.0
d1071804,14.0
d3707818,530.0
d2500555,265.0
d5989960,37.0
d8274228,139.0
d13277746,4.0
d12461973,40.0
d1080742,3.0
d6436513,26.0
d1359963,2.0
d10821604,109.0
d2251696,204.0
d4473862,35.0
d8619499,2.0
d13205446,nan
d3346801,119.0
d8037044,19.0
d3187269,9.0
d4414980,9.0
d7744930,63.0
d1419011,477.0
d4873421,56.0
d7352945,26.0
d2631420,19.0
d2487031,29.0
d12323706,8.0
d10730580,28.0
d3506395,136.0
d10509453,43.0
d4891825,106.0
d1103656,3.0
d734189,264.0
d1009373,74.0
d7137908,97.0
d6206674,2.0
d2035885,40.0
d9740148,136.0
d12338008,13.0
d9749609,49.0
d10335983,10.0
d10146360,3.0
d3590682,146.0
d5220255,5.0
d8672746,47.0
d1421187,76.0
d5537423,68.0
d719268,667.0
d3833382,85.0
d786290,125.0
d10440369,36.0
d10831953,4.0
d3793122,9.0
d13421037,nan
d1017655,116.0
d1014135,173.0
d8798840,12.0
d7255558,417.0
d8733137,15.0
d7595642,4.0
d8645024,6.0
d730500,747.0
d5888769,142.0
d9605960,5.0
d9994570,126.0
d1486745,nan
d1889514,187.0
d1986524,2111.0
d3929699,73.0
d7652991,366.0
d680458,300.0
d2256922,18.0
d7605092,9.0
d3345270,50.0
d5804331,34.0
d4084438,nan
d3437156,1473.0
d5496500,18.0
d7894573,13.0
d1062598,83.0
d7332541,10.0
d2587263,691.0
d3239521,157.0
d8787538,7.0
d7083373,44.0
d4431432,258.0
d12860711,15.0
d1995544,38.0
d1356015,9.0
d718309,65.0
d4844204,4.0
d10192258,2.0
d12096640,8.0
d5122064,5.0
d5570035,46.0
d1860469,151.0
d2096612,27.0
d8339618,nan
d696278,1010.0
d8451223,10.0
d10815358,31.0
d11775614,4.0
d2243483,479.0
d7228488,138.0
d4089338,23.0
d5931903,76.0
d790576,249.0
d5123021,11.0
d9455647,7.0
d10836628,63.0
d5122849,3.0
d12786833,3.0
d10457805,3.0
d1568619,272.0
d4042938,73.0
d7886473,354.0
d3380761,48.0
d2335666,84.0
d4092803,14.0
d5508106,54.0
d3933272,8.0
d4209784,4.0
d868980,224.0
d12957854,3.0
d2264460,52.0
d3324620,42.0
d4784429,65.0
d4107075,66.0
d1103687,nan
d1646854,136.0
d1071806,892.0
d2151556,2.0
d7302936,82.0
d3784592,418.0
d5795935,7.0
d10794914,7.0
d3411424,36.0
d12558178,nan
d2527985,91.0
d7321457,22.0
d1353569,14.0
d3470341,54.0
d9789365,13.0
d8707617,49.0
d8531697,6.0
d7989806,102.0
d2318762,397.0
d2645740,81.0
d12453682,3.0
d7992615,5.0
d2370703,124.0
d1225424,31.0
d9881098,7.0
d8625525,69.0
d6755784,2.0
d11928149,3.0
d8462270,21.0
d12514524,96.0
d1340196,9.0
d714180,187.0
d7800221,28.0
d5444806,18.0
d2641220,187.0
d809280,647.0
d3561734,22.0
d997680,4.0
d4222402,44.0
d12097462,35.0
d6591670,256.0
d1016692,1262.0
d13322678,3.0
d6704490,61.0
d9808228,15.0
d12867989,3.0
d6698403,82.0
d7158933,17.0
d3484940,71.0
d12163999,6.0
d9805445,9.0
d941857,70.0
d13090183,2.0
d12049160,140.0
d7252091,26.0
d4768775,nan
d1436135,10.0
d804237,119.0
d12387857,16.0
d3923751,42.0
d12832409,nan
d1178124,446.0
d6557933,191.0
d7236057,nan
d2289774,43.0
d7826642,51.0
d6726759,42.0
d10145896,27.0
d12674783,2.0
d789873,141.0
d8856381,21.0
d4781715,42.0
d8801895,35.0
d11824522,88.0
d2428704,20.0
d4179852,8.0
d12238910,33.0
d5562447,114.0
d940490,67.0
d4675349,7.0
d3685045,29.0
d10341101,2.0
d698007,72.0
d2477441,313.0
d4943034,6.0
d4299619,34.0
d11946005,10.0
d1329045,3.0
d5491342,7.0
d8430381,17.0
d5976509,96.0
d3563552,28.0
d11651814,10.0
d7079976,13.0
d7621252,40.0
d4412277,11.0
d12827976,4.0
d4771185,151.0
d7680733,105.0
d1465095,32.0
d2258984,33.0
d1336899,6.0
d2006103,5.0
d1023301,151.0
d10001421,61.0
d5483448,23.0
d5800154,5.0
d12691774,11.0
d7134885,121.0
d2540764,16.0
d8378672,4.0
d2543600,42.0
d1792671,69.0
d8614570,18.0
d5851593,14.0
d12012205,2.0
d5816301,nan
d7906947,62.0
d3607486,13.0
d2321413,12.0
d7119651,29.0
d805416,443.0
d3842252,132.0
d697479,3160.0
d4133810,9.0
d10662017,45.0
d2445359,155.0
d2236707,15.0
d8425132,89.0
d2621817,237.0
d3608041,45.0
d12327330,6.0
d715407,37.0
d12845967,6.0
d5972555,25.0
d7221470,25.0
d7704808,45.0
d3357269,33.0
d4225914,9.0
d7181186,79.0
d954321,219.0
d6073861,36.0
d4005335,21.0
d5839119,35.0
d4358535,37.0
d7061079,7.0
d717281,219.0
d5308416,61.0
d3179120,6.0
d8781728,26.0
d10529864,16.0
d10903275,12.0
d718042,nan
d986430,nan
d4291311,81.0
d12378996,6.0
d12499542,36.0
d6999656,nan
d10365832,nan
d3588894,22.0
d1420161,70.0
d11788852,2.0
d6772451,242.0
d10222603,149.0
d6482518,68.0
d779844,483.0
d12192052,10.0
d6581207,4.0
d5614311,27.0
d4163854,57.0
d2219809,110.0
d2355534,156.0
d10162899,156.0
d3973615,6.0
d13144654,2.0
d4601776,4.0
d3576897,156.0
d3982708,113.0
d12097595,3.0
d7698439,9.0
d1989581,647.0
d2694039,8.0
d9798604,84.0
d10716310,15.0
d11930650,3.0
d695094,724.0
d1884449,35.0
d10470712,nan
d1771972,206.0
d4793252,nan
d3932556,132.0
d6889027,45.0
d10928392,5.0
d3607474,21.0
d1051068,84.0
d8765887,294.0
d3171117,1360.0
d9562251,271.0
d991499,nan
d718762,904.0
d1600467,97.0
d1020234,4.0
d13190177,2.0
d8385113,nan
d5979385,17.0
d731453,151.0
d8474890,14.0
d10069335,43.0
d4769862,36.0
d11857642,4.0
d1045026,14.0
d3529101,95.0
d12141502,2.0
d10252893,2.0
d5011008,51.0
d6949695,175.0
d1065561,53.0
d8517085,39.0
d10535805,545.0
d6425807,455.0
d10290442,77.0
d1892486,242.0
d11670361,540.0
d10140372,26.0
d8774827,nan
d794184,45.0
d13189517,nan
d8604717,17.0
d1231957,39.0
d6725714,130.0
d10670751,79.0
d800111,432.0
d8068547,26.0
d8528925,9.0
d8827974,128.0
d12155292,4.0
d11742307,4.0
d6890505,36.0
d8609780,6.0
d11687199,8.0
d12079814,19.0
d12858177,22.0
d5825478,36.0
d1344922,199.0
d1188540,142.0
d13198128,2.0
d7713233,85.0
d10505120,32.0
d10532451,61.0
d10192941,7.0
d2699141,15.0
d3410660,8.0
d697476,515.0
d7618648,12.0
d2302076,58.0
d11793911,22.0
d10392545,25.0
d7993677,60.0
d8398477,43.0
d7357040,29.0
d11878638,198.0
d4187562,10.0
d5795492,7.0
d743286,681.0
d1537830,1228.0
d6695271,81.0
d12238030,9.0
d7370153,25.0
d11713844,7.0
d12501561,nan
d6835557,3.0
d10643533,5.0
d2205601,396.0
d11815170,16.0
d1179651,10.0
d7794296,30.0
d11983289,7.0
d6641357,14.0
d3674049,737.0
d5531988,15.0
d4734463,701.0
d804197,81.0
d2325542,60.0
d7242929,13.0
d5795049,58.0
d10202484,3.0
d11865028,20.0
d1829994,186.0
d3216778,430.0
d3452893,186.0
d4451173,746.0
d3628964,264.0
d8581590,60.0
d11700498,7.0
d13507346,5.0
d5976473,13.0
d1336789,217.0
d9733986,2.0
d7827390,46.0
d11712376,nan
d5808445,24.0
d2248508,167.0
d1523598,14.0
d9836129,86.0
d1080142,5.0
d788963,279.0
d7953199,12.0
d3182533,153.0
d12878264,8.0
d4914376,nan
d7755777,17.0
d3605688,49.0
d7687655,25.0
d753235,137.0
d12416395,4.0
d11706130,2.0
d12486587,38.0
d1989026,339.0
d2362757,131.0
d8093515,54.0
d5243162,nan
d3411443,174.0
d8338553,11.0
d11445202,44.0
d2092807,17.0
d5259633,nan
d12959653,nan
d8124258,8.0
d4101339,7.0
d4793866,93.0
d7694491,93.0
d13272276,4.0
d3748205,76.0
d6352074,23.0
d7123679,2.0
d7197334,296.0
d2481918,242.0
d8462254,43.0
d3853126,39.0
d11547347,8.0
d3364486,208.0
d8340107,2.0
d5581103,12.0
d2459177,29.0
d11773184,11.0
d1147912,31.0
d3588977,40.0
d7082472,7.0
d8067323,22.0
d787106,2.0
d1873500,338.0
d11629649,6.0
d11886118,32.0
d6163556,27.0
d1390604,nan
d2173346,24.0
d9853867,22.0
d12181618,12.0
d8624540,13.0
d8710516,79.0
d5895042,20.0
d10077310,196.0
d1104091,1077.0
d5969539,5.0
d958066,213.0
d11852969,27.0
d8022957,14.0
d692132,325.0
d2373496,31.0
d13125943,nan
d3200465,nan
d11654798,67.0
d5778069,19.0
d3252702,102.0
d9557939,13.0
d10501039,29.0
d11930493,135.0
d7123444,11.0
d943830,186.0
d12033979,3.0
d4050538,2.0
d2302476,55.0
d4768980,21.0
d4074742,322.0
d13008535,nan
d11688396,106.0
d11856950,398.0
d2615384,153.0
d12005035,4.0
d11901348,69.0
d9852007,5.0
d1887257,323.0
d2646830,141.0
d10347570,nan
d7270068,149.0
d7720210,15.0
d9459066,8.0
d7694821,6.0
d8685185,8.0
d2454351,2.0
d7123541,9.0
d785358,104.0
d1471699,222.0
d809849,71.0
d13234497,nan
d4195149,66.0
d3186554,79.0
d11917969,2.0
d2202592,268.0
d1866779,39.0
d720716,668.0
d3739343,28.0
d1581847,24.0
d12094923,9.0
d7136330,589.0
d12716810,4.0
d8742304,10.0
d1989856,163.0
d1146674,963.0
d5936442,nan
d5122139,4.0
d2181709,315.0
d12578664,10.0
d5487478,11.0
d3546697,29.0
d3749509,5.0
d5865672,79.0
d10431069,3.0
d6560151,72.0
d13201288,nan
d3428262,7.0
d4427648,4.0
d8602863,151.0
d788358,174.0
d7607585,3.0
d12031782,8.0
d3245240,16.0
d2697781,119.0
d840228,149.0
d7282058,2.0
d3388680,44.0
d4786882,8.0
d7648880,186.0
d10517142,nan
d8017741,nan
d699656,3407.0
d7991683,41.0
d9739967,38.0
d12320990,4.0
d3607628,87.0
d997215,124.0
d718830,41.0
d8339648,5.0
d7124562,17.0
d5615768,71.0
d3257194,107.0
d8496280,55.0
d4134340,64.0
d3653407,206.0
d3784410,38.0
d2723577,2.0
d12255549,7.0
d4552991,524.0
d10468312,6.0
d9584990,8.0
d2385776,608.0
d1961593,136.0
d4218209,28.0
d5583545,3.0
d7277917,26.0
d10475230,73.0
d10165615,4.0
d7365793,13.0
d1318177,29.0
d3873371,25.0
d3954674,3.0
d12056443,19.0
d4522039,7.0
d10019835,nan
d9819694,26.0
d4910737,4.0
d5981520,21.0
d8842523,16.0
d5955847,nan
d3778486,33.0
d3489533,1104.0
d6995316,3.0
d4910121,7.0
d12871493,53.0
d4409952,2.0
d6930101,180.0
d7003290,21.0
d2520852,62.0
d12700811,22.0
d7714826,8.0
d2310781,42.0
d3386941,257.0
d7725210,46.0
d6673639,8.0
d939425,143.0
d3895113,430.0
d2419370,103.0
d1344921,13.0
d1014508,111.0
d2416941,22.0
d2399619,129.0
d12193365,9.0
d4498403,47.0
d11764840,44.0
d9859952,10.0
d5865670,9.0
d939453,33.0
d1072156,174.0
d2351090,87.0
d8869386,579.0
d5454322,5.0
d3519007,32.0
d10072878,28.0
d4287120,33.0
d1118146,4521.0
d5487054,36.0
d2053313,15.0
d4084883,67.0
d1087739,382.0
d7342196,nan
d2282060,21.0
d2389019,333.0
d12827934,2.0
d2692590,83.0
d1332788,19.0
d2406127,67.0
d7200950,379.0
d5795620,nan
d6454380,90.0
d799329,3.0
d6579724,104.0
d6636227,28.0
d7206988,13.0
d3668066,78.0
d3929229,14.0
d12242560,nan
d9767510,4.0
d694976,342.0
d12115629,2.0
d8562225,32.0
d2534529,57.0
d1798785,1095.0
d1018968,177.0
d9717122,14.0
d7705000,8.0
d718719,1347.0
d11703985,6.0
d4768791,115.0
d7203678,333.0
d5615707,6.0
d958054,37.0
d8848749,nan
d1391285,120.0
d2325499,393.0
d3727201,13.0
d1044019,74.0
d7349863,37.0
d1017234,75.0
d9830824,2.0
d12252409,3.0
d7603215,361.0
d10323532,5.0
d5794562,nan
d12850963,nan
d940439,101.0
d5813719,39.0
d1571945,97.0
d3456302,97.0
d10380228,51.0
d7995092,38.0
d13199889,nan
d3875635,128.0
d10733472,6.0
d8782965,9.0
d7367629,12.0
d784467,530.0
d9452660,11.0
d1941008,108.0
d2179762,34.0
d2086925,1104.0
d4428519,60.0
d1234581,nan
d10799429,28.0
d7686369,774.0
d11746909,32.0
d8821024,79.0
d8757440,37.0
d2044330,41.0
d4413745,456.0
d9456678,101.0
d3862991,74.0
d10318795,16.0
d8339773,6.0
d6890207,146.0
d8451340,35.0
d11984905,6.0
d12406912,79.0
d1965826,25.0
d4150090,12.0
d12978065,2.0
d1474895,47.0
d3196515,56.0
d1177143,639.0
d8595837,49.0
d958723,325.0
d1971828,79.0
d9860532,3.0
d3182043,19.0
d2092380,247.0
d9591186,45.0
d697197,nan
d7186370,28.0
d8319690,442.0
d1086468,47.0
d1037140,nan
d10086125,36.0
d8497319,18.0
d12069955,92.0
d1897393,314.0
d1344184,18.0
d10301915,7.0
d10036133,36.0
d1898654,178.0
d12127413,10.0
d3902952,3.0
d1336737,77.0
d2177461,131.0
d4242058,117.0
d793635,3.0
d3600483,17.0
d691546,159.0
d2510196,63.0
d8841099,558.0
d12806137,3.0
d3911311,1217.0
d10073305,10.0
d3723806,18.0
d2064495,297.0
d12869083,6.0
d10256923,4.0
d10744107,74.0
d740223,5.0
d11970484,58.0
d5122198,38.0
d6959285,7.0
d12874496,14.0
d5122098,10.0
d1580290,1085.0
d8780509,17.0
d7799470,116.0
d10505406,18.0
d2297920,4.0
d9849051,43.0
d12901169,2.0
d4919174,21.0
d1724935,605.0
d12276388,151.0
d9882080,nan
d6691648,55.0
d6652636,40.0
d10583051,28.0
d1307985,272.0
d4809095,72.0
d12431424,nan
d1014624,56.0
d788804,3.0
d4331638,8.0
d1061460,881.0
d11704264,33.0
d1496189,351.0
d4234245,133.0
d9731210,3.0
d986345,6.0
d1342731,76.0
d6699716,4.0
d4260455,51.0
d3243135,117.0
d718357,nan
d5220316,120.0
d3447805,170.0
d939566,9.0
d897071,178.0
d2143294,25.0
d5813320,5.0
d13196509,2.0
d10262358,10.0
d7060632,260.0
d1657483,nan
d2605405,3.0
d12327467,18.0
d7934177,30.0
d2233543,45.0
d1367676,1059.0
d4768936,29.0
d8068615,57.0
d1087793,179.0
d5327757,50.0
d7912575,891.0
d6276909,23.0
d7092893,7.0
d4912210,4.0
d2069188,30.0
d6116957,294.0
d10183489,2.0
d10342737,20.0
d697294,58.0
d1936598,280.0
d1508483,162.0
d5981432,44.0
d3293006,8.0
d12874525,5.0
d12670810,8.0
d3677956,972.0
d12568478,7.0
d7078652,74.0
d779056,174.0
d5539708,65.0
d1592613,546.0
d6765578,39.0
d7251714,13.0
d13238063,6.0
d5020180,66.0
d8874017,9.0
d10665100,3.0
d3982588,34.0
d8288699,7.0
d13126117,nan
d4508301,84.0
d3640280,271.0
d12430910,4.0
d2616974,2.0
d3534140,98.0
d2337995,6.0
d5824304,413.0
d5122687,43.0
d1906865,111.0
d6940322,16.0
d7322122,24.0
d13153536,2.0
d1057631,157.0
d8512792,30.0
d715090,31.0
d13291091,5.0
d9581221,12.0
d2411624,15.0
d7112141,5.0
d2695743,200.0
d7684793,39.0
d987871,4.0
d785224,58.0
d3179383,216.0
d5122931,13.0
d2637884,68.0
d8510475,4.0
d12978805,nan
d3707404,71.0
d10025929,52.0
d4743871,82.0
d3677042,20.0
d3870424,22.0
d12327834,4.0
d4581742,37.0
d3399829,308.0
d1881029,524.0
d12913582,5.0
d5864537,17.0
d8789701,100.0
d9882107,4.0
d10501475,8.0
d4554550,18.0
d11964352,4.0
d8834117,111.0
d1329781,145.0
d4040070,31.0
d4768767,21.0
d7078277,40.0
d6496637,435.0
d7123598,nan
d3964058,18.0
d3539303,318.0
d941952,593.0
d1317345,2.0
d9776261,68.0
d9750862,6.0
d10410144,5.0
d2031122,5.0
d2008705,34.0
d3499183,10.0
d13108922,5.0
d10815291,9.0
d787453,87.0
d4979329,22.0
d11838055,75.0
d6922817,62.0
d3670418,116.0
d10028345,4.0
d8777975,4.0
d1340100,709.0
d9986891,7.0
d12087969,2.0
d12506505,nan
d1060072,34.0
d12865525,nan
d12863896,2.0
d10303002,31.0
d1718566,580.0
d12155241,5.0
d12523639,2.0
d12824847,nan
d4374861,9.0
d3912334,24.0
d4062085,74.0
d8726967,115.0
d11847056,29.0
d3498760,54.0
d10306184,30.0
d6857166,10.0
d2037699,37.0
d10593433,3.0
d753070,258.0
d10169868,12.0
d1955683,278.0
d5048754,30.0
d780501,34.0
d13172157,nan
d12830540,25.0
d697610,3.0
d4992314,135.0
d3143710,26.0
d7745665,93.0
d1450121,171.0
d12140733,25.0
d6200985,44.0
d6109005,105.0
d12363506,7.0
d4260156,427.0
d7140341,6.0
d12718129,25.0
d4554155,935.0
d3576247,nan
d10584149,nan
d8462996,306.0
d6697358,131.0
d3648658,131.0
d11965418,8.0
d2282803,4.0
d8819098,nan
d803868,321.0
d11956732,76.0
d2425205,19.0
d4105345,70.0
d2046360,271.0
d8068698,55.0
d8580556,60.0
d7059167,267.0
d2142404,780.0
d7073043,3.0
d1062539,21.0
d7624833,113.0
d7011342,114.0
d715059,645.0
d11778986,2.0
d10356549,28.0
d2012876,1072.0
d804935,2090.0
d5414657,4.0
d10289051,10.0
d697810,928.0
d5890556,6.0
d12657453,45.0
d6844410,46.0
d3619031,13.0
d12438329,23.0
d12921101,3.0
d7740451,166.0
d1053304,818.0
d9596649,5.0
d9777874,37.0
d13274922,nan
d1868264,402.0
d3445831,398.0
d3324161,61.0
d8049964,24.0
d11932433,2.0
d8355947,89.0
d6820919,28.0
d6697361,35.0
d12244581,30.0
d4769551,4.0
d10373074,7.0
d2360974,305.0
d8057669,11.0
d4828543,116.0
d2074219,38.0
d951222,301.0
d812205,37.0
d9561885,nan
d12986180,3.0
d1717778,358.0
d12856031,16.0
d810895,91.0
d2643409,5.0
d7309230,3.0
d4770089,4.0
d5488978,4.0
d733433,14.0
d9736438,28.0
d10279161,10.0
d3474046,48.0
d6404364,58.0
d3647031,38.0
d997376,161.0
